language,sentence,n,rand_edgelist,root
Spanish,291,26,"[(4, 8), (1, 2), (24, 21), (15, 26), (3, 1), (21, 25), (22, 19), (23, 2), (11, 8), (15, 9), (24, 16), (5, 25), (20, 13), (6, 12), (18, 7), (5, 10), (7, 8), (2, 14), (25, 1), (6, 2), (20, 23), (19, 16), (26, 19), (17, 2), (14, 18)]",18
Spanish,293,9,"[(2, 9), (7, 5), (1, 9), (4, 9), (9, 8), (3, 9), (5, 3), (6, 2)]",9
Spanish,295,15,"[(11, 1), (10, 8), (6, 7), (10, 6), (13, 10), (4, 6), (12, 1), (12, 6), (9, 10), (3, 5), (9, 15), (14, 12), (3, 1), (10, 2)]",12
Spanish,301,14,"[(11, 4), (14, 1), (5, 9), (7, 13), (5, 8), (9, 12), (6, 2), (10, 7), (3, 7), (8, 14), (9, 2), (10, 4), (2, 3)]",2
Spanish,303,26,"[(19, 4), (12, 20), (12, 14), (26, 13), (16, 5), (11, 18), (23, 26), (1, 17), (22, 26), (15, 7), (11, 1), (7, 10), (5, 22), (9, 4), (2, 26), (8, 3), (24, 7), (15, 20), (3, 21), (14, 16), (4, 10), (25, 26), (5, 18), (21, 25), (6, 22)]",5
Spanish,306,33,"[(26, 2), (23, 6), (11, 29), (20, 28), (11, 30), (13, 4), (19, 12), (16, 26), (18, 24), (4, 20), (21, 17), (29, 28), (7, 25), (12, 4), (10, 4), (33, 1), (14, 24), (30, 33), (3, 25), (31, 2), (28, 22), (27, 32), (16, 24), (3, 15), (8, 22), (2, 6), (3, 28), (17, 6), (27, 33), (8, 6), (32, 5), (9, 33)]",28
Spanish,309,24,"[(2, 22), (10, 11), (3, 4), (11, 21), (17, 9), (8, 12), (14, 18), (2, 6), (3, 11), (18, 9), (12, 24), (1, 8), (17, 2), (20, 2), (5, 14), (15, 19), (12, 2), (22, 15), (10, 7), (23, 11), (16, 13), (11, 14), (16, 14)]",2
Spanish,310,25,"[(14, 20), (5, 16), (20, 6), (16, 25), (20, 2), (5, 10), (17, 19), (12, 22), (13, 3), (8, 16), (19, 4), (8, 17), (18, 14), (16, 21), (1, 10), (15, 11), (6, 24), (23, 19), (6, 7), (20, 22), (3, 10), (3, 9), (20, 16), (13, 11)]",20
Spanish,311,15,"[(14, 5), (1, 13), (9, 15), (6, 11), (8, 1), (14, 2), (10, 12), (9, 8), (14, 7), (14, 3), (3, 6), (3, 10), (4, 15), (13, 10)]",8
Spanish,313,17,"[(2, 3), (4, 1), (11, 12), (8, 7), (9, 15), (8, 3), (4, 14), (11, 4), (12, 2), (16, 15), (5, 6), (8, 17), (8, 10), (4, 9), (2, 13), (12, 5)]",12
Spanish,314,12,"[(8, 4), (10, 9), (10, 5), (3, 2), (11, 6), (5, 7), (7, 3), (2, 12), (1, 7), (10, 6), (7, 4)]",4
Spanish,315,26,"[(18, 23), (7, 12), (14, 16), (19, 10), (11, 10), (25, 14), (4, 26), (14, 13), (4, 9), (2, 20), (25, 7), (24, 23), (16, 5), (19, 2), (8, 4), (24, 11), (22, 4), (6, 16), (1, 3), (14, 22), (21, 24), (21, 17), (4, 15), (11, 4), (1, 19)]",11
Spanish,322,27,"[(10, 11), (12, 7), (21, 6), (19, 6), (8, 27), (13, 23), (20, 19), (8, 10), (19, 18), (7, 5), (16, 8), (10, 1), (10, 9), (24, 19), (26, 11), (22, 7), (26, 25), (17, 6), (13, 12), (3, 21), (8, 2), (13, 17), (1, 21), (15, 19), (14, 16), (4, 13)]",19
Spanish,323,14,"[(1, 5), (7, 10), (6, 9), (3, 5), (9, 4), (7, 14), (1, 13), (9, 7), (5, 14), (12, 7), (7, 8), (11, 5), (1, 2)]",7
Spanish,328,26,"[(23, 15), (23, 14), (8, 12), (25, 21), (26, 18), (2, 21), (17, 19), (2, 5), (5, 7), (18, 13), (26, 12), (3, 25), (7, 4), (6, 13), (9, 10), (25, 8), (20, 14), (25, 11), (17, 11), (15, 9), (22, 13), (24, 2), (1, 10), (8, 15), (16, 13)]",13
Spanish,329,27,"[(7, 26), (21, 15), (4, 8), (17, 11), (24, 15), (7, 27), (5, 23), (8, 7), (20, 22), (2, 10), (24, 22), (7, 16), (6, 3), (14, 22), (7, 5), (2, 22), (26, 11), (3, 24), (25, 14), (13, 1), (1, 20), (24, 19), (4, 9), (14, 17), (18, 14), (12, 4)]",26
Spanish,330,29,"[(24, 29), (28, 4), (4, 7), (9, 2), (21, 16), (16, 13), (11, 2), (25, 20), (19, 16), (28, 17), (3, 20), (14, 5), (18, 29), (16, 1), (9, 27), (15, 14), (2, 8), (15, 17), (25, 10), (12, 17), (2, 13), (26, 17), (9, 26), (6, 17), (7, 25), (25, 23), (29, 1), (22, 3)]",17
Spanish,332,22,"[(21, 15), (22, 13), (5, 15), (8, 4), (11, 14), (8, 6), (4, 10), (1, 21), (4, 16), (22, 9), (12, 4), (18, 15), (4, 1), (2, 5), (5, 9), (1, 17), (3, 22), (7, 6), (20, 5), (19, 14), (19, 20)]",1
Spanish,334,14,"[(12, 1), (9, 10), (3, 13), (4, 13), (1, 14), (2, 5), (11, 7), (8, 1), (2, 1), (7, 4), (2, 11), (1, 10), (6, 14)]",2
Spanish,336,18,"[(18, 17), (17, 7), (18, 15), (1, 4), (2, 8), (5, 7), (2, 12), (9, 10), (9, 13), (9, 16), (4, 11), (7, 14), (3, 18), (11, 2), (6, 17), (4, 7), (3, 16)]",18
Spanish,340,14,"[(9, 2), (8, 7), (5, 14), (10, 4), (7, 10), (11, 8), (3, 6), (2, 13), (13, 12), (1, 9), (8, 2), (3, 7), (11, 5)]",7
Spanish,342,27,"[(5, 14), (10, 2), (13, 3), (7, 6), (6, 23), (13, 22), (26, 14), (10, 12), (5, 18), (1, 17), (20, 26), (4, 15), (14, 11), (3, 25), (14, 24), (16, 14), (14, 19), (6, 15), (13, 8), (9, 2), (27, 7), (1, 26), (17, 22), (10, 19), (15, 16), (25, 21)]",6
Spanish,343,24,"[(24, 5), (22, 14), (8, 17), (5, 2), (24, 11), (17, 4), (1, 18), (7, 11), (14, 23), (5, 19), (23, 9), (19, 12), (18, 7), (18, 14), (13, 6), (13, 15), (6, 3), (7, 17), (10, 11), (22, 16), (21, 4), (20, 6), (1, 3)]",4
Spanish,346,24,"[(11, 7), (21, 3), (14, 24), (5, 19), (14, 15), (15, 7), (14, 4), (13, 8), (22, 17), (20, 13), (15, 2), (9, 20), (3, 4), (22, 1), (19, 22), (10, 14), (10, 22), (12, 23), (7, 6), (20, 17), (18, 19), (18, 23), (23, 16)]",20
Spanish,349,27,"[(2, 21), (22, 6), (2, 1), (7, 23), (9, 6), (26, 15), (4, 11), (20, 27), (15, 16), (2, 24), (27, 13), (13, 19), (4, 12), (27, 7), (12, 16), (8, 7), (8, 6), (3, 15), (25, 19), (19, 18), (17, 25), (8, 26), (3, 2), (14, 11), (24, 5), (10, 22)]",8
Spanish,350,21,"[(19, 6), (5, 16), (7, 21), (10, 18), (3, 18), (13, 20), (7, 20), (8, 7), (15, 8), (5, 2), (4, 9), (18, 8), (7, 1), (14, 19), (5, 20), (4, 6), (17, 18), (11, 6), (19, 10), (6, 12)]",8
Spanish,352,22,"[(15, 21), (5, 21), (7, 17), (16, 4), (9, 1), (12, 4), (22, 7), (18, 12), (4, 9), (13, 21), (2, 3), (19, 13), (9, 3), (14, 10), (21, 16), (11, 7), (6, 11), (7, 20), (8, 21), (10, 20), (7, 4)]",21
Spanish,354,8,"[(3, 1), (8, 6), (7, 2), (4, 8), (3, 2), (8, 3), (5, 3)]",8
Spanish,357,11,"[(11, 1), (1, 9), (4, 7), (6, 8), (8, 9), (3, 11), (7, 2), (1, 5), (10, 5), (11, 4)]",1
Spanish,358,22,"[(20, 22), (5, 17), (7, 18), (8, 5), (1, 2), (1, 6), (9, 10), (14, 9), (12, 11), (9, 16), (15, 21), (21, 17), (21, 4), (1, 19), (9, 22), (3, 9), (12, 1), (18, 16), (6, 22), (4, 12), (13, 22)]",21
Spanish,359,17,"[(17, 15), (7, 10), (4, 6), (15, 3), (7, 2), (11, 1), (8, 2), (15, 12), (9, 7), (1, 2), (14, 3), (15, 5), (15, 6), (4, 13), (6, 16), (11, 16)]",11
Spanish,364,10,"[(5, 6), (8, 10), (1, 9), (9, 6), (5, 4), (2, 4), (6, 7), (6, 3), (7, 10)]",5
Spanish,366,8,"[(4, 5), (8, 1), (6, 8), (7, 4), (5, 6), (8, 3), (2, 3)]",6
Spanish,368,19,"[(16, 10), (19, 16), (11, 10), (6, 5), (6, 7), (17, 2), (8, 13), (14, 4), (15, 17), (3, 14), (7, 16), (4, 18), (15, 13), (15, 7), (15, 12), (14, 1), (9, 2), (5, 4)]",16
Spanish,370,19,"[(9, 6), (12, 4), (10, 16), (17, 8), (7, 9), (8, 4), (15, 1), (13, 14), (18, 19), (12, 19), (8, 3), (12, 11), (14, 4), (12, 15), (16, 2), (5, 15), (10, 13), (9, 4)]",4
Spanish,371,22,"[(3, 4), (9, 10), (2, 1), (9, 7), (21, 3), (19, 2), (5, 14), (21, 6), (1, 20), (8, 20), (13, 9), (10, 16), (22, 1), (5, 12), (20, 9), (13, 18), (19, 3), (7, 11), (18, 17), (9, 15), (3, 12)]",8
Spanish,372,31,"[(2, 22), (11, 8), (7, 15), (8, 6), (30, 11), (15, 27), (28, 10), (16, 9), (18, 21), (24, 19), (3, 30), (5, 12), (13, 11), (20, 9), (17, 11), (24, 14), (28, 30), (14, 6), (6, 16), (13, 7), (7, 26), (25, 6), (3, 12), (22, 5), (1, 27), (11, 29), (4, 3), (2, 31), (14, 18), (23, 5)]",30
Spanish,374,19,"[(1, 6), (6, 17), (18, 10), (16, 15), (14, 1), (3, 12), (7, 1), (12, 8), (8, 2), (16, 5), (19, 8), (3, 11), (9, 3), (10, 5), (10, 4), (2, 16), (12, 13), (3, 7)]",2
Spanish,375,8,"[(1, 7), (2, 4), (5, 6), (5, 7), (6, 3), (4, 8), (5, 2)]",5
Spanish,377,15,"[(13, 4), (9, 10), (9, 5), (11, 8), (14, 2), (8, 1), (15, 12), (13, 8), (11, 5), (11, 6), (13, 15), (11, 7), (12, 3), (14, 12)]",15
Spanish,379,34,"[(1, 34), (3, 30), (7, 6), (5, 34), (5, 23), (16, 26), (19, 27), (14, 20), (7, 1), (26, 17), (26, 25), (5, 4), (28, 1), (27, 16), (21, 12), (29, 30), (15, 10), (18, 23), (11, 21), (30, 8), (24, 26), (5, 30), (8, 31), (2, 18), (33, 15), (13, 1), (20, 32), (19, 18), (22, 25), (12, 27), (20, 33), (4, 14), (9, 12)]",5
Spanish,382,32,"[(5, 19), (26, 31), (21, 8), (30, 24), (10, 22), (23, 12), (20, 6), (17, 29), (23, 4), (18, 9), (22, 27), (8, 14), (27, 8), (12, 32), (7, 1), (28, 13), (25, 23), (7, 19), (8, 25), (3, 22), (6, 31), (17, 30), (23, 26), (15, 17), (26, 1), (23, 11), (18, 16), (16, 2), (18, 26), (26, 17), (15, 13)]",26
Spanish,383,11,"[(2, 5), (5, 1), (8, 7), (10, 2), (3, 4), (3, 9), (6, 2), (2, 11), (7, 9), (11, 7)]",11
Spanish,385,16,"[(5, 2), (3, 4), (5, 9), (15, 14), (16, 4), (12, 6), (1, 4), (2, 11), (2, 14), (6, 14), (4, 2), (3, 13), (10, 14), (8, 1), (7, 4)]",2
Spanish,388,27,"[(18, 12), (26, 1), (26, 7), (3, 26), (15, 25), (5, 1), (17, 12), (2, 13), (24, 13), (23, 4), (5, 8), (6, 27), (24, 8), (20, 16), (5, 20), (5, 11), (5, 25), (8, 4), (12, 15), (21, 19), (10, 3), (2, 19), (19, 9), (14, 22), (6, 21), (6, 22)]",15
Spanish,389,14,"[(9, 7), (8, 12), (4, 8), (1, 5), (10, 3), (9, 10), (11, 14), (14, 12), (5, 6), (1, 7), (2, 14), (13, 3), (5, 14)]",12
Spanish,390,16,"[(2, 10), (10, 9), (16, 4), (12, 15), (15, 6), (10, 11), (16, 3), (13, 6), (12, 7), (14, 6), (5, 4), (10, 1), (13, 8), (3, 2), (12, 11)]",11
Spanish,393,32,"[(32, 19), (11, 25), (20, 30), (16, 28), (8, 1), (14, 24), (19, 3), (30, 24), (23, 31), (27, 6), (10, 7), (21, 14), (6, 3), (2, 26), (17, 26), (22, 5), (16, 4), (9, 19), (16, 29), (8, 25), (5, 3), (3, 12), (13, 30), (14, 15), (31, 14), (18, 3), (14, 28), (32, 17), (31, 3), (8, 14), (7, 11)]",3
Spanish,395,26,"[(14, 26), (12, 19), (7, 9), (22, 17), (25, 23), (15, 1), (10, 1), (26, 17), (3, 21), (18, 21), (18, 7), (5, 16), (16, 11), (7, 4), (2, 4), (6, 16), (12, 4), (1, 23), (26, 24), (11, 7), (8, 12), (6, 20), (1, 3), (26, 15), (12, 13)]",7
Spanish,396,37,"[(34, 35), (26, 10), (2, 10), (10, 27), (14, 26), (33, 18), (36, 30), (36, 11), (14, 3), (18, 32), (23, 28), (7, 28), (4, 34), (2, 15), (15, 6), (29, 32), (11, 27), (24, 35), (22, 15), (32, 20), (31, 25), (35, 5), (12, 35), (28, 17), (17, 16), (9, 22), (37, 4), (34, 13), (26, 21), (1, 33), (26, 8), (12, 16), (24, 32), (29, 27), (19, 16), (31, 24)]",35
Spanish,397,23,"[(17, 20), (22, 7), (18, 19), (15, 18), (9, 10), (14, 15), (23, 8), (22, 16), (8, 4), (2, 22), (12, 21), (12, 10), (3, 11), (15, 13), (23, 11), (6, 8), (17, 12), (13, 4), (1, 19), (2, 12), (13, 5), (7, 13)]",13
Spanish,398,10,"[(6, 3), (5, 8), (2, 10), (7, 6), (9, 2), (7, 10), (3, 4), (5, 1), (5, 6)]",6
Spanish,399,20,"[(20, 17), (5, 20), (16, 11), (12, 17), (12, 1), (6, 2), (9, 16), (10, 14), (2, 12), (4, 20), (10, 18), (15, 5), (7, 19), (20, 13), (9, 12), (8, 5), (8, 7), (5, 3), (14, 2)]",2
Spanish,400,16,"[(7, 1), (14, 11), (16, 11), (8, 5), (12, 15), (6, 10), (8, 3), (13, 3), (12, 6), (9, 11), (11, 5), (1, 2), (3, 7), (4, 5), (12, 1)]",12
Spanish,402,20,"[(7, 6), (7, 3), (15, 17), (9, 3), (13, 1), (5, 9), (4, 18), (19, 6), (2, 4), (4, 10), (8, 3), (7, 11), (11, 15), (14, 10), (1, 20), (15, 14), (13, 10), (16, 14), (20, 12)]",14
Spanish,404,15,"[(13, 1), (11, 4), (11, 6), (15, 14), (1, 7), (13, 5), (13, 10), (3, 13), (9, 14), (6, 8), (12, 6), (13, 14), (6, 14), (9, 2)]",14
Spanish,407,19,"[(4, 1), (8, 1), (1, 18), (18, 17), (2, 12), (16, 7), (13, 11), (11, 5), (5, 3), (10, 17), (1, 12), (2, 16), (17, 15), (2, 14), (6, 2), (3, 9), (11, 6), (19, 11)]",12
Spanish,408,40,"[(4, 2), (13, 39), (32, 15), (8, 27), (35, 36), (27, 34), (24, 14), (6, 5), (6, 29), (4, 13), (3, 13), (34, 19), (3, 6), (3, 33), (17, 28), (12, 28), (2, 32), (38, 28), (9, 27), (18, 40), (3, 7), (15, 28), (18, 36), (17, 36), (10, 1), (24, 31), (14, 37), (30, 27), (1, 23), (1, 27), (9, 20), (21, 1), (1, 6), (38, 24), (25, 28), (24, 26), (38, 16), (11, 2), (22, 37)]",4
Spanish,410,26,"[(21, 14), (21, 25), (10, 6), (15, 19), (8, 24), (6, 23), (7, 4), (16, 2), (12, 19), (19, 13), (10, 12), (26, 19), (3, 4), (14, 5), (18, 26), (17, 15), (4, 18), (5, 19), (20, 5), (10, 9), (1, 22), (16, 24), (5, 16), (18, 1), (23, 11)]",5
Spanish,411,26,"[(7, 8), (5, 13), (15, 7), (19, 9), (16, 21), (22, 20), (4, 24), (13, 25), (16, 23), (26, 15), (17, 12), (7, 11), (3, 16), (5, 14), (24, 13), (19, 12), (13, 3), (5, 10), (13, 11), (5, 18), (24, 9), (5, 1), (7, 2), (20, 18), (6, 5)]",13
Spanish,412,54,"[(33, 12), (19, 10), (23, 6), (14, 37), (34, 22), (14, 28), (20, 23), (16, 3), (39, 15), (51, 2), (1, 16), (19, 43), (5, 47), (6, 17), (8, 44), (32, 11), (9, 36), (33, 11), (5, 24), (38, 30), (15, 43), (47, 49), (24, 8), (8, 32), (11, 34), (1, 31), (27, 34), (39, 35), (13, 41), (50, 48), (51, 10), (45, 14), (50, 27), (21, 13), (8, 52), (33, 26), (27, 4), (3, 54), (31, 17), (23, 37), (48, 30), (36, 41), (38, 18), (2, 42), (36, 52), (12, 25), (12, 7), (36, 46), (12, 35), (40, 14), (29, 39), (27, 14), (5, 53)]",32
Spanish,413,21,"[(10, 21), (6, 4), (1, 10), (13, 3), (5, 9), (17, 12), (9, 7), (17, 6), (3, 20), (18, 7), (9, 2), (17, 21), (16, 17), (1, 11), (5, 8), (12, 14), (13, 15), (18, 3), (8, 14), (4, 19)]",18
Spanish,416,31,"[(13, 12), (10, 2), (11, 19), (19, 22), (16, 9), (1, 26), (10, 8), (29, 28), (20, 22), (1, 13), (1, 11), (15, 5), (21, 16), (7, 26), (28, 23), (14, 6), (24, 10), (18, 17), (31, 28), (27, 23), (17, 10), (5, 23), (11, 6), (21, 25), (15, 6), (25, 14), (3, 8), (14, 17), (5, 4), (11, 30)]",11
Spanish,418,28,"[(14, 28), (15, 17), (16, 10), (20, 28), (20, 4), (5, 28), (7, 21), (22, 28), (24, 2), (23, 18), (17, 1), (7, 9), (9, 4), (14, 11), (7, 27), (8, 25), (12, 14), (19, 2), (3, 19), (2, 10), (3, 26), (10, 20), (23, 17), (2, 13), (6, 18), (17, 25), (15, 4)]",20
Spanish,420,24,"[(22, 24), (6, 19), (23, 18), (2, 3), (11, 6), (24, 6), (23, 6), (9, 19), (15, 18), (17, 4), (16, 12), (4, 16), (5, 11), (1, 6), (8, 18), (24, 10), (7, 15), (2, 9), (19, 12), (14, 5), (13, 19), (10, 21), (4, 20)]",9
Spanish,423,21,"[(15, 11), (17, 8), (2, 6), (17, 21), (8, 6), (7, 8), (7, 20), (19, 10), (11, 9), (3, 17), (11, 10), (1, 2), (17, 4), (2, 18), (5, 16), (11, 18), (7, 14), (16, 4), (7, 13), (14, 12)]",10
Spanish,425,34,"[(16, 24), (22, 6), (11, 26), (22, 31), (19, 12), (12, 33), (21, 11), (23, 11), (7, 15), (2, 23), (17, 5), (21, 27), (6, 18), (13, 28), (32, 22), (27, 31), (6, 29), (8, 24), (18, 10), (25, 20), (12, 29), (24, 4), (30, 12), (7, 8), (20, 17), (13, 14), (1, 13), (22, 15), (24, 3), (29, 34), (25, 12), (9, 31), (28, 6)]",6
Spanish,428,32,"[(8, 14), (8, 28), (17, 29), (1, 29), (20, 32), (27, 30), (2, 28), (10, 7), (13, 16), (21, 22), (5, 12), (12, 4), (25, 30), (2, 18), (8, 30), (5, 19), (18, 1), (11, 2), (24, 3), (12, 22), (30, 6), (22, 26), (13, 29), (7, 25), (16, 15), (23, 8), (31, 2), (8, 9), (20, 24), (22, 3), (22, 1)]",1
Spanish,430,17,"[(3, 2), (5, 2), (16, 10), (12, 16), (16, 7), (3, 9), (17, 4), (6, 11), (9, 8), (5, 1), (11, 13), (12, 13), (14, 16), (9, 13), (15, 14), (1, 4)]",13
Spanish,434,18,"[(7, 2), (1, 6), (6, 12), (9, 16), (16, 18), (18, 5), (14, 16), (4, 14), (7, 17), (8, 4), (5, 15), (3, 2), (1, 5), (7, 8), (5, 10), (11, 16), (13, 14)]",8
Spanish,435,12,"[(4, 12), (3, 8), (8, 12), (11, 10), (10, 7), (1, 6), (5, 12), (10, 2), (2, 1), (9, 3), (12, 1)]",8
Spanish,436,26,"[(21, 11), (5, 15), (3, 14), (11, 9), (6, 17), (23, 10), (22, 13), (5, 25), (17, 22), (12, 20), (7, 19), (4, 20), (24, 25), (1, 6), (15, 21), (23, 8), (7, 15), (16, 13), (26, 19), (21, 23), (2, 3), (6, 12), (13, 26), (11, 3), (7, 18)]",22
Spanish,437,17,"[(2, 1), (16, 5), (5, 3), (7, 2), (2, 12), (6, 12), (8, 6), (15, 6), (13, 15), (9, 17), (17, 11), (10, 14), (17, 3), (4, 9), (3, 2), (10, 17)]",3
Spanish,440,27,"[(13, 4), (25, 26), (18, 4), (13, 20), (11, 20), (5, 6), (20, 10), (4, 12), (3, 13), (20, 27), (16, 2), (15, 22), (13, 23), (9, 1), (22, 6), (19, 3), (21, 23), (14, 13), (24, 13), (10, 22), (19, 17), (2, 5), (25, 14), (21, 8), (12, 7), (21, 1)]",13
Spanish,444,20,"[(8, 7), (1, 5), (20, 7), (11, 15), (5, 4), (11, 13), (19, 17), (18, 20), (9, 2), (5, 17), (15, 12), (13, 2), (6, 9), (18, 3), (1, 9), (2, 8), (18, 10), (2, 16), (14, 13)]",2
Spanish,445,51,"[(5, 19), (45, 34), (47, 12), (39, 17), (38, 35), (36, 49), (26, 8), (38, 48), (51, 24), (31, 33), (27, 9), (28, 34), (6, 44), (40, 13), (6, 9), (9, 39), (32, 46), (49, 5), (34, 19), (2, 11), (28, 51), (51, 30), (9, 29), (48, 20), (49, 43), (9, 18), (21, 26), (26, 48), (27, 22), (30, 29), (7, 27), (39, 14), (15, 46), (25, 28), (18, 12), (46, 26), (7, 31), (23, 32), (31, 4), (42, 35), (37, 32), (3, 27), (16, 29), (4, 48), (41, 29), (50, 30), (1, 46), (10, 32), (11, 5), (13, 3)]",5
Spanish,446,12,"[(1, 7), (8, 4), (11, 3), (12, 2), (5, 7), (2, 9), (6, 4), (3, 1), (9, 7), (10, 8), (3, 4)]",1
Spanish,449,15,"[(5, 3), (7, 12), (11, 1), (8, 15), (11, 2), (3, 8), (12, 6), (10, 9), (4, 7), (13, 4), (11, 15), (13, 3), (4, 14), (10, 12)]",15
Spanish,450,12,"[(2, 4), (5, 6), (9, 4), (2, 6), (3, 2), (4, 7), (1, 2), (11, 7), (8, 9), (4, 10), (7, 12)]",1
Spanish,452,10,"[(2, 10), (8, 7), (7, 6), (1, 6), (5, 7), (6, 3), (2, 9), (4, 7), (9, 6)]",5
Spanish,453,19,"[(19, 4), (9, 14), (13, 7), (8, 17), (3, 18), (11, 16), (6, 8), (18, 16), (14, 19), (14, 1), (16, 2), (5, 18), (17, 10), (9, 18), (2, 13), (15, 10), (5, 12), (8, 16)]",18
Spanish,457,13,"[(9, 11), (4, 13), (12, 7), (5, 3), (1, 13), (12, 10), (2, 9), (6, 3), (8, 11), (10, 13), (12, 2), (11, 3)]",11
Spanish,459,20,"[(6, 2), (15, 16), (19, 17), (7, 4), (7, 6), (10, 8), (16, 7), (3, 7), (12, 7), (17, 5), (1, 16), (4, 8), (8, 19), (6, 18), (8, 20), (11, 17), (6, 13), (14, 7), (12, 9)]",7
Spanish,462,14,"[(1, 10), (9, 6), (11, 14), (7, 3), (10, 11), (5, 1), (7, 5), (12, 5), (2, 12), (13, 3), (8, 10), (14, 4), (2, 9)]",12
Spanish,463,24,"[(12, 1), (1, 4), (8, 24), (24, 13), (15, 14), (19, 5), (12, 23), (1, 17), (12, 2), (8, 7), (5, 18), (22, 4), (10, 12), (23, 11), (5, 16), (3, 24), (21, 14), (9, 4), (20, 17), (18, 7), (2, 5), (6, 10), (12, 21)]",12
Spanish,464,18,"[(9, 11), (3, 12), (16, 11), (10, 3), (9, 1), (16, 8), (2, 7), (14, 13), (15, 13), (9, 18), (5, 3), (4, 15), (18, 6), (3, 1), (17, 15), (16, 2), (17, 7)]",3
Spanish,465,19,"[(10, 3), (1, 7), (13, 9), (11, 1), (19, 5), (7, 10), (16, 15), (13, 18), (8, 17), (16, 2), (1, 12), (17, 6), (16, 8), (17, 7), (4, 6), (1, 18), (8, 19), (19, 14)]",8
Spanish,471,20,"[(10, 18), (2, 16), (19, 17), (5, 13), (12, 9), (19, 9), (11, 8), (3, 18), (18, 5), (19, 4), (1, 6), (10, 20), (14, 2), (1, 19), (12, 15), (13, 2), (16, 1), (13, 7), (20, 8)]",5
Spanish,472,26,"[(6, 7), (12, 11), (3, 5), (14, 8), (4, 6), (20, 16), (3, 2), (15, 6), (10, 3), (9, 22), (4, 2), (6, 19), (17, 18), (26, 20), (22, 19), (8, 9), (17, 24), (24, 2), (21, 7), (23, 12), (1, 5), (25, 21), (2, 13), (12, 20), (20, 17)]",2
Spanish,473,17,"[(4, 1), (15, 3), (17, 2), (11, 16), (13, 10), (6, 1), (3, 1), (16, 7), (14, 17), (9, 10), (5, 14), (2, 6), (17, 16), (15, 8), (10, 2), (12, 10)]",6
Spanish,475,23,"[(1, 23), (8, 13), (16, 17), (8, 9), (4, 2), (13, 16), (12, 6), (19, 5), (11, 5), (1, 11), (22, 19), (4, 10), (23, 14), (11, 3), (7, 6), (13, 10), (15, 17), (1, 21), (20, 8), (8, 23), (21, 6), (7, 18)]",1
Spanish,476,21,"[(4, 8), (16, 18), (11, 13), (18, 14), (1, 15), (16, 19), (2, 5), (1, 7), (21, 12), (6, 8), (18, 11), (17, 11), (15, 12), (11, 5), (8, 20), (9, 10), (20, 13), (8, 7), (3, 19), (11, 10)]",11
Spanish,477,16,"[(8, 9), (11, 10), (5, 14), (6, 12), (16, 5), (9, 12), (5, 15), (10, 5), (1, 4), (7, 13), (2, 9), (10, 6), (16, 7), (3, 12), (4, 10)]",12
Spanish,480,22,"[(19, 21), (1, 15), (9, 11), (19, 3), (14, 11), (17, 18), (8, 3), (5, 22), (10, 16), (17, 3), (1, 19), (13, 17), (6, 8), (5, 20), (4, 16), (14, 7), (1, 5), (4, 11), (12, 20), (14, 20), (2, 4)]",11
Spanish,481,28,"[(28, 4), (9, 19), (11, 12), (9, 6), (10, 18), (16, 14), (9, 24), (12, 2), (2, 24), (7, 8), (23, 14), (27, 4), (7, 19), (1, 15), (22, 28), (24, 13), (2, 26), (11, 14), (6, 4), (24, 17), (15, 21), (25, 21), (20, 25), (3, 15), (28, 20), (18, 28), (5, 24)]",11
Spanish,482,41,"[(14, 29), (26, 9), (35, 9), (40, 34), (28, 21), (31, 39), (8, 34), (12, 37), (26, 29), (15, 28), (33, 8), (40, 30), (28, 22), (35, 41), (4, 35), (12, 25), (27, 40), (20, 9), (28, 36), (13, 28), (12, 17), (18, 24), (12, 30), (23, 9), (31, 32), (3, 40), (38, 2), (6, 35), (10, 23), (23, 16), (17, 11), (19, 9), (21, 20), (5, 31), (16, 17), (1, 22), (18, 11), (7, 13), (15, 2), (12, 5)]",9
Spanish,484,45,"[(4, 42), (44, 6), (15, 40), (13, 4), (17, 33), (25, 23), (43, 8), (6, 1), (1, 29), (38, 1), (19, 2), (41, 3), (42, 21), (1, 27), (31, 6), (16, 2), (18, 7), (32, 36), (34, 2), (26, 37), (31, 7), (24, 11), (32, 20), (19, 8), (45, 29), (30, 4), (25, 28), (27, 40), (14, 32), (39, 30), (26, 10), (26, 40), (5, 17), (12, 22), (22, 16), (8, 35), (25, 38), (3, 20), (14, 26), (33, 40), (29, 30), (11, 22), (21, 9), (6, 8)]",1
Spanish,485,30,"[(7, 4), (6, 25), (28, 27), (6, 26), (7, 5), (10, 17), (15, 20), (9, 15), (9, 10), (28, 23), (25, 15), (11, 18), (22, 7), (21, 24), (11, 4), (23, 15), (19, 12), (29, 20), (15, 30), (19, 1), (23, 11), (8, 12), (18, 3), (26, 12), (15, 13), (28, 16), (14, 5), (12, 2), (24, 13)]",23
Spanish,487,23,"[(6, 1), (21, 1), (22, 3), (5, 10), (16, 22), (4, 5), (12, 21), (3, 11), (18, 20), (12, 17), (8, 21), (11, 2), (14, 1), (2, 12), (8, 23), (13, 4), (9, 10), (18, 19), (16, 19), (15, 20), (9, 12), (22, 7)]",3
